"All","Alle"
"Refund Reward Points Automatically","Spaarpunten automatisch terugbetalen"
"Deduct Reward Points from Refund Amount Automatically","Automatisch aftrekken van spaarpunten bij terugbetaling"
"Landing Page","Landings Pagina"
"Actions for Acquiring Reward Points by Customers","Acties waarbij klanten spaarpunten kunnen sparen"
"Purchase","Kopen"
"Added for spent money according to reward exchange rates.","Toegevoegd voor geld uitgegeven, volgens de spaarpunt-wisselkoers"
"Registration","Registratie"
"Newsletter Signup","Nieuwsbrief inschrijving"
"Only for customers who subscribe for the first time.","Enkel voor klanten die voor de eerste keer inschrijven."
"Converting Invitation to Customer","Omzetten uitnodiging naar Klant"
"Invitation to Customer Conversions Quantity Limit","Uitnodiging naar Klanten Conversie Kwantiteit Limiet"
"Converting Invitation to Order","Omzetten uitnodiging naar Order"
"Invitation to Order Conversions Quantity Limit","Uitnodiging naar Order Conversie Kwantiteit Limiet"
"Invitation Conversion to Order Reward","Uitnodiging Conversie tot Order Beloning"
"Review Submission","Review Indiening"
"After approval by administrator.","Na goedkeuring van de administrator."
"Rewarded Reviews Submission Quantity Limit","Maximaal te verdienen door toevoegen van Reviews"
"Email Sender","Afzender E-mail"
"Subscribe Customers by Default","Abonneer Klanten als Standaard"
"Balance Update Email","Saldo Update E-mail"
"Reward Points Expiry Warning Email","Spaarpunten Verloop Waarschuwing E-mail"
"Expiry Warning Before (days)","Verloop waarschuwing voor (dagen)"
"Entering no value or a value greater than the expiration lifetime disables the warning notification.","Bij het ingeven van geen waarde of een waarde groter dan de levensduur van de vervaldatum, wordt de waarschuwingsmelding uitgeschakeld."
"Reward Points Rates","Spaarpunten Ratio's"
"Amount Balance","Saldo"
"Created","Aangemaakt"
"Expires","Verloopt"
"ID","ID"
"Add Reward Points","Spaarpunten toevoegen"
"Check out now and earn %1 for this order.","Bestel nu, en verdien %1 bij deze bestelling."
"Create an account on our site now and earn %1.","Maak nu een account aan op onze site en verdien %1."
"Subscribe to our newsletter now and earn %1.","Abonneer u nu op onze nieuwsbrief en verdien %1."
"Send this invitation now and earn %s when your invitee signs up on our site.","Verstuur nu deze uitnodging en verdien %s indien uw genodigde zich op onze site aanmeldt."
"You can reward up to %s invitee registration(s).","Je kan beloningen ontvangen tot maximaal %s registratie(s) van genodigde(n)."
"Earn %s for purchases your invitees make.","Verdien %s op bestellingen die uw genodigden maken."
"You can reward up to %s invitee purchase(s).","U kan een beloning krijgen tot %s van de aankopen van uw genodigde."
"Submit a review now and earn %1 after the review is approved.","Voeg nu een review toe en verdien %1 wanneer de review wordt goedgekeurd."
"You can reward up to %1 new reviews(s).","U kunt een beloning krijgen tot %1 nieuwe review(s)."
"Return","Retourzending"
"Returns","Retouren"
"Create Returns","Retouren aanmaken"
"Select Items","Items selecteren"
"New Return Request","Nieuw retourverzoek"
"Create New RMA for %1 in %2","Nieuwe RMA aanmaken voor %1 in %2"
"Create New RMA for %1","Nieuwe RMA aanmaken voor %1"
"Create New RMA","Nieuwe RMA aanmaken"
"Please Select Order","Selecteer een bestelling"
"Order","Bestelling"
"Purchase Point","Verkooppunt"
"Purchased","Gekocht"
"Customer First Name","Voornaam klant"
"Customer Last Name","Achternaam klant"
"Grand Total (Base)","Eindtotaal (Basis)"
"Grand Total (Purchased)","Eindtotaal (Gekocht)"
"Status","Status"
"Save and Continue Edit","Toepassen"
"Close","Sluiten"
"Are you sure you want to close this returns request?","Ben u zeker dat u deze retourneringsaanvraag wilt sluiten?"
"Print","Print"
"Return #%1 - %2","Retour #%1 - %2"
"RMA Item Details","RMA productdetails"
"OK","OK"
"Cancel","Annuleer"
"Delete Image","Verwijder afbeelding"
"View Full Size","Bekijk op ware grootte"
"General Information","Algemene informatie"
"Submit Comment","Opmerking opslaan"
"Add","Toevoegen"
"Custom Value","Speciale waarde"
"Print Shipping Label","Print Verzendetiket"
"Show Packages","Toon Pakketten"
"Items","Producten"
"Return Items","Producten retourneren"
"Product","Product"
"SKU","Art.nr."
"Remaining","Resterend"
"Requested","Verlangd"
"Authorized","Goedgekeurd"
"Returned","Teruggestuurd"
"Approved","Akkoord"
"Return Reason","Reden van retour"
"Item Condition","Conditie Item"
"Resolution","Resolutie"
"Details","Gegevens"
"Split","Deel"
"Action","Actie"
"Return Information","Retourinformatie"
"RMA","RMA"
"Ordered","Besteld"
"Customer","Klant"
"View","Bekijk"
"You have chosen to change status(es) of the selected RMA requests to Close. Are you sure you want to continue?","U heeft ervoor gekozen om de status(sen) van de geselecteerde RMA aanvragen te wijzigen naar ""Gesloten"". Bent u zeker dat u wilt verdergaan?"
"Return Item Attribute","Attribuut item retourneren"
"Add New Attribute","Voeg nieuw attribuut toe"
"Save Attribute","Attribuut Opslaan"
"Delete Attribute","Verwijder attribuut"
"Edit Return Item Attribute ""%1""","Bewerk retournerings artiel attribuut ""%1"""
"New Return Item Attribute","Nieuw retourartikel attribuut"
"Input Type","Invoertype"
"This is used internally. Make sure you don't use spaces or more than %1 symbols.","Dit wordt intern gebruikt. Zorg ervoor dat u geen spaties of meer dan %1 symbolen gebruikt."
"Lines Count","Aantal Regels"
"Valid range 2-20","Geldige marge 2-20"
"Input Validation","Invoer validatie"
"None","Geen"
"Minimum Text Length","Minimale Tekst Lengte"
"Maximum Text Length","Maximale Tekst Lengte"
"Maximum File Size (bytes)","Maximale Bestandsgrootte (bytes)"
"File Extensions","Bestand extensies"
"Comma separated","gescheiden door een komma"
"Maximum Image Width (px)","Maximale Afbeeldingen Breedte (px)"
"Maximum Image Height (px)","Maximale Afbeeldingen Hoogte (px)"
"Input/Output Filter","Invoer/uitvoer filter"
"Storefront Properties","Eigenschappen winkelaanzicht"
"Show on Storefront","Toon op Winkelaanzicht"
"Sort Order","Sorteervolgorde"
"Forms to Use In","Formulieren om te gebruiken in"
"Properties","Kenmerken"
"Manage Label / Options","Beheer Label/Opties"
"Attribute Information","Attribuutinformatie"
"Visible to Customer","Zichtbaar voor klant"
"No","Nee"
"Yes","Ja"
"Submit Returns","Terugzendingen versturen"
"Add Products","Voeg producten toe"
"Add Selected Product(s) to returns","Voeg geselecteerde producten toe aan retour"
"Product Name","Product Naam"
"Remaining Qty","Resterend aantal"
"Requested Qty","Gevraagde kwantiteit"
"Reason to Return","Reden om te retourneren"
"Delete","Verwijder"
"Add Details","Voeg details toe"
"Select","Selecteer"
"Price","Prijs"
"The wrong RMA was requested.","De verkeerde RMA werd opgevraagd."
"This is the wrong RMA order ID.","Dit is de verkeerde RMA order-ID."
"Invalid RMA","Ongeldige RMA"
"Please enter a valid message.","Voer een geldig bericht in."
"We cannot add the RMA history.","We kunnen de RMA geschiedenis niet toevoegen."
"Invalid order","Ongeldige volgorde"
"We can't retrieve the product list right now.","We kunnen de productlijst nu niet ophalen."
"Please specify a carrier.","Geef een vervoerder op."
"Please enter a tracking number.","Voer een trackingnummer in."
"We cannot initialize an RMA to add a tracking number.","We kunnen geen RMA initialiseren om een tracking-nummer toe te voegen."
"We can't add a message right now.","Wij kunnen nu geen bericht toevoegen."
"New Return","Nieuwe retour"
"%1 RMA(s) cannot be closed","%1 RMA(s) kan niet worden gesloten"
"We cannot close the RMA request(s).","We kunnen de RMA aanvra(a) g(en) niet sluiten."
"%1 RMA (s) have been closed.","%1 RMA (s) zijn afgesloten."
"You created a shipping label.","U heeft het verzendlabel aangemaakt."
"We can't create a shipping label right now.","We kunnen nu niet een verzendlabel aanmaken."
"Manage RMA Item Attributes","Beheer RMA Item Attributen"
"You cannot delete this attribute.","U kunt dit attribuut niet verwijderen"
"You deleted the RMA attribute.","U hebt het RMA-kenmerk verwijderd."
"We can't delete the RMA item attribute right now.","Wij kunnen het kenmerk RMA item attribuut nu niet verwijderen."
"This attribute no longer exists.","Dit attribuut bestaat niet meer."
"You cannot edit this attribute.","U kunt dit attribuut niet bewerken"
"Edit Return Item Attribute","Pas het retour item attribuut aan"
"Returns Attributes","Retour attributen"
"New Return Attribute","Nieuw retour attribuut"
"You saved the RMA item attribute.","U heeft het RMA item attribuut opgeslagen."
"Something went wrong while saving the RMA item attribute.","Er ging iets mis bij het opslaan van het RMA item attribuut."
"An attribute with the same code already exists.","Er bestaat een attribuut met dezelfde code."
"The wrong RMA item was requested.","Het verkeerde RMA-artikel werd gevraagd."
"We cannot display the item attributes.","We kunnen de item attributen niet weergeven."
"There are no applicable items for return in this order.","Er zijn geen producten die in aanmerking komen voor retourneren binnen deze bestelling."
"We don't recognize or support the file extension in shipment %1.","Wij herkennen of ondersteunen niet de bestandsextensie in verzending %1."
"Something went wrong creating a shipping label.","Er ging iets mis bij het aanmaken van een verzendlabel."
"A quantity you're trying to add exceeds the number of products we shipped.","Een hoeveelheid die u probeert toe te voegen is groter dan het aantal producten die we verzonden."
"Products should be added to package(s)","Product moet worden toegevoegd aan het pakket/de pakketjes"
"Please enter a valid value.","Voer een geldige waarde in."
"This is the wrong RMA ID.","Dit is de verkeerde RMA-ID."
"We cannot display the available shipping methods.","We kunnen de beschikbare verzendmethoden niet weergeven."
"We cannot initialize an RMA to delete a tracking number.","We kunnen geen RMA initialiseren om een tracking-nummer te verwijderen."
"We can't delete the tracking number right now.","We kunnen het tracking nummer momenteel niet verwijderen."
"We can't save this RMA.","We kunnen dit RMA niet bewaren."
"You saved the RMA request.","U heeft de RMA aanvraag opgeslagen."
"You did not email your customer. Please check your email settings.","U heeft de klant geen email verstuurd. Controleer uw email instellingen."
"You submitted the RMA request.","U heeft het RMA verzoek ingediend."
"No items for bundle product","Geen artikelen voor bundelproduct"
"The wrong order ID or item ID was requested.","Onjuist bestellings ID of product ID werd opgevraagd."
"Page not found.","Pagina niet gevonden."
"Shipping Labels are not allowed.","Bezorg Lavels zijn niet toegestaan."
"Please select a valid carrier.","Selecteer een geldige vervoerder."
"Please enter a valid tracking number.","Voer een geldig tracking-nummer in."
"We can't add a label right now.","We kunnen nu geen label toevoegen."
"You selected the wrong RMA.","U hebt de verkeerde RMA geselecteerd."
"We can't create a return transaction for order #%1.","Retourtransactie kan niet worden aangemaakt voor order #%1."
"You submitted Return #%1.","U heeft Retour #%1 ingevoerd."
"We can't create a return right now. Please try again later.","We kunnen nu geen retour aanmaken. Probeer het later nog eens."
"Create New Return","Nieuwe return aanmaken"
"We can't delete the label right now.","We kunnen het label nu niet verwijderen."
"Return #%1","Retour #%1"
"Cannot add message.","Kan geen bericht toevoegen"
"My Returns","Retouren"
"Tracking Information","Track en Trace informatie"
"Page not found","Pagina niet gevonden"
"Please check this order for errors.","Controleer deze bestelling op fouten."
"Contact Email Address","contact email adres"
"Text Field","Tekstveld"
"Text Area","Tekstgedeelte"
"Dropdown","Dropdown"
"Image File","Afbeeldingsbestand"
"Only one RMA is available for printing","Slechts een RMA is beschikbaar voor afdrukken"
"Return #","Retour #"
"Return Date:","Retourdatum"
"Order #","Ordernr."
"Ordered:","Besteld:"
"Shipping Address:","Bezorgadres:"
"Return Address:","Retouradres"
"Condition","conditie"
"Qty","Aantal"
"There is an error in quantities for item %1.","Er is een fout opgetreden in de aantallen voor product %1."
"Authorized Qty","Goedgekeurd aantal"
"Returned Qty","Retourzending Aantal"
"Approved Qty","Goedgekeurd aantal"
"%1 for item %2 cannot be empty.","%1 voor item %2 mag niet leeg zijn."
"You cannot return %1.","U kunt %1 niet retourneren."
"A quantity of %1 is greater than you can return.","Het aantal van %1 is hoger dan wat u terug kunt sturen."
"You entered an invalid type: ""%1"".","Ongeldig type ingevoerd: '%1'."
"You entered an invalid email address: ""%1"".","Ongeldig e-mailadres ingevoerd: '%1'."
"You entered an invalid hostname: ""%1""","Ongeldige hostname ingevoerd: '%1'"
"""%1"" is longer than allowed.","""%1"" is langer dan toegestaan."
"Unknown service","Onbekend dienst"
"We can't save this RMA. No items were specified.","Kan deze RMA niet opslaan. Er zijn geen producten opgegeven."
"Pending","In afwachting"
"Partially Authorized","Gedeeltelijk Toegestaan"
"Return Received","Retourzending ontvangen"
"Return Partially Received","Retourzending deels ontvangen"
"Partially Approved","Gedeeltelijk goedgekeurd"
"Rejected","Geweigerd"
"Partially Rejected","Gedeeltelijk Afgewezen"
"Denied","Afgewezen"
"Closed","gesloten"
"Processed and Closed","Verwerkt en Gesloten"
"This is the wrong RMA item status.","Dit is de verkeerde RMA product status."
"We received your Return request.","Wij hebben uw retourverzoek ontvangen."
"We authorized your Return request.","Uw retour verzoek is geautoriseerd."
"We partially authorized your Return request.","Uw retour verzoek is gedeeltelijk geautoriseerd."
"We partially received your Return request.","Uw retour verzoek is gedeeltelijk ontvangen."
"We partially approved your Return request.","Uw retour verzoek is gedeeltelijk goedgekeurd."
"We partially rejected your Return request.","We hebben uw retourverzoek gedeeltelijk afgewezen."
"We closed your Return request.","We hebben uw retourverzoek gesloten."
"We processed and closed your Return request.","Uw retourverzoek is verwerkt en gesloten."
"ID cannot be an empty","ID mag niet leeg zijn"
"Requested entity doesn't exist","De opgevraagde entiteit bestaat niet"
"Please enter a valid comment.","Voer een geldige opmerking in."
"No such entity with %1 = %2, %3 = %4","Geen dergelijke entiteit met %1 = %2, %3 = %4"
"Invalid carrier: %1","Ongeldige vervoerder: %1"
"We need more information to create your shipping label(s). Please verify your store information and shipping settings.","We hebben meer informatie nodig om uw verzending label(s) aan te maken. Controleer de winkel informatie en verzendings instellingen."
"No detail for number ""%1""","Geen detail voor nummer ""%1"""
"Shipment does not exists.","Zending bestaat niet."
"We can't load track with retrieving identifier right now.","Track-en-trace nummer kan niet worden geladen."
"Message","Bericht"
"No detail for number ""' . . '""","Geen Detail voor nummer ""' . . '"""
"Use Config Settings","Gebruik configuratiewaarden"
"All Items","Alle producten"
"Individual Items","Individuele producten"
"Account &amp; Shipping Information","Account- &amp; verzendinformatie"
"Address Information","Adres Gegevens"
"RMA Totals","RMA totalen"
"Request Details","Vraag details aan"
"ID","ID"
"#","#"
"Order ID","Bestelling ID"
"Customer Name","Naam klant"
"Email Address","E-mail adres"
"RMA History","RMA geschiedenis"
"Comment Text","Tekst opmerking"
"Notify Customer by Email","Bericht klant per email"
"Visible on Storefront","Zichtbaar in winkelaanzicht"
"Customer Service","Klantenservice"
"Notified","Genotificeerd"
"Not Notified","Niet ge-e-maild"
"Return Address","Retouradres"
"Order Shipping Address","Verzendadres bestelling"
"Delete Line","Verwijder regel"
"Select All","Alles selecteren"
"Weight","Gewicht"
"Customs Value","Douanewaarde"
"Qty Ordered","Besteld aantal"
"Shipping Information","Bezorg Informatie"
"Change shipping method.","Wijzig verzendmethode"
"No authorized items or allowed shipping methods","Geen geautoriseerde artikelen of toegestane verzendmethodes"
"Carrier","Vervoerder"
"Title","Titel"
"Number","Nummer"
"Are you sure?","Weet u het zeker?"
"Shipping Method","Verzendmethode"
"Create Shipping Label","Verzendlabel maken"
"Enabled when authorized items require a new shipment.","Beschikbaar wanneer de geautoriseerde producten een nieuwe verzending nodig hebben."
"Order &amp; Account Information","Bestelling &amp; accountgegevens"
"Return Totals","Retour totalen"
"Return Confirmation","Retour bevestiging"
"Email Returns Confirmation","E-mail retour bevestiging"
"RMA Items Requested for","RMA producten aangevraagd voor"
"Please Select Products to Add","Selecteer Alstublieft Producten om Toe te Voegen"
"Remove","Verwijder"
"Return items","Producten retourneren"
"Sub-items","Sub-Items"
"Quantity To Return","Kwantiteit Terug Te Sturen"
"Remaining Quantity:","Resterend aantal:"
"New Return for Order %1","Nieuw retour voor bestelling %1"
"Email","Email"
"Return Items Information","Informatie Retourproducten"
"Add Item To Return","Voeg product toe om terug te keren"
"Comments","Opmerkingen"
"Save","Opslaan"
"Submit","Bevestig"
"Back","Terug"
"Return #","Keer terug #"
"Date","Datum"
"Ship From","Bezorg Vanaf"
"Return Status","Retourzending Status"
"Actions","Actions"
"View Return","Bekijk retournering"
"You have placed no returns.","U heeft geen retourneringen geplaatst"
"Packages","Pakketten"
"Close Window","sluit venster"
"Package","Pakket"
"Type","Type"
"Length","Length"
"Total Weight","Totaalgewicht"
"Width","Breedte"
"Height","Hoogte"
"Items in the Package","Items in het pakket"
"Are you sure you want to delete this tracking information?","Weet u zeker dat u deze traceerinformatie wilt verwijderen?"
"Request Information","Vraag informatie aan"
"Date Requested","Datum verzoek"
"Shipping Address","Bezorgadres"
"This won't take long . . .","Dit duurt maar even . . ."
"Shipping and Tracking Information","Bezorg en Tracking Informatie"
"Track this shipment","Traceer deze bestelling"
"Items Return Requested For","Teruggave Item Gevraagd Voor"
"Request Qty","Verzoek kwantiteit"
"Hide Details","Verberg details"
"Show Details","Toon Details"
"Questions and Answers","Vragen en antwoorden"
"Questions","Vragen"
"Answers","Antwoorden"
"Leave Comment","Laat een opmerking achter"
"%store_name:  New customer comment","%store_name: Nieuwe klantopmering"
"New Comment for RMA #%increment_id","Nieuwe commentaar voor RMA #%increment_id"
"Customer %name has left a new comment:","Klant %name heeft een nieuwe opmerking achtergelaten:"
"%store_name : New Return # %increment_id","%store_name: Nieuwe retour # %increment_id"
"%name,","%name,"
"Your return request has been updated. Please see below.","Uw retourverzoek is bijgewerkt. Zie hieronder."
"You can check the status of your return by <a href=""%account_url"">logging into your account</a> or <a href=""%form_url"">using your order number</a>.","U kan de status van uw retour bekijken door <a href=""%account_url"">in te loggen op uw account</a> of <a href=""%form_url"">door gebruik van uw bestelnummer</a>."
"If you have any questions, please feel free to contact us at <a href=""mailto:%support_email"">%support_email</a> or by phone at %store_phone","Indien u nog vragen heeft, aarzel dan niet om ons te contacteren op <a href=""mailto:%support_email"">%support_email</a> of telefonisch op %store_phone"
"Your Return #%increment_id - %status_label","Uw retour #%increment_id - %status_label"
"%store_name: New Return # %increment_id","%store_name: Nieuwe retour # %increment_id"
"You can check the status of your return <a href=""%form_url"">using your order number</a>.","U kan de status bekijken van uw retour <a href=""%form_url"">met behulp van uw bestelnummer</a>."
"If you have any questions about your return, please contact us at <a href=""mailto:%support_email"">%support_email</a>.","Indien u vragen heeft over uw retour, contacteer ons dan op <a href=""mailto:%support_email"">%support_email</a>."
"%store_name: Return # %increment_id update","%store_name: Nieuwe retourupdate # %increment_id"
"%store_name : New Return #%increment_id","%store_name: Nieuwe retour #%increment_id"
"We received your return request. You will be notified when your request is reviewed.","We hebben uw retourverzoek ontvangen. U zal op de hoogte worden gebracht als uw verzoek wordt gevalideerd."
"Placed on %created_at","Geplaatst op %created_at"
"Click Details for more required fields.","Klik op Details voor meer verplichte velden."
"Ok","OK"
"Create Packages","Nieuw pakket aanmaken"
"Add Package","Voeg pakket toe"
"RMA Settings","RMA instellingen"
"Enable RMA on Storefront","RMA op Storefront inschakelen"
"Enable RMA on Product Level","Schakel RMA's in op productniveau"
"Use Store Address","Gebruik winkeladres"
"Contact Name","contact naam"
"Street Address","Adres"
"City","Plaats"
"State/Province","Provincie"
"ZIP/Postal Code","Postcode"
"Country","Land"
"Enabled","Ingeschakeld"
"RMA Email Sender","Afzender RMA E-mail"
"RMA Email Template","RMA email template"
"RMA Email Template for Guest","RMA email template voor gast"
"Send RMA Email Copy To","Verzend RMS E-mail Kopie Naar"
"Comma-separated","Komma gescheiden"
"Send RMA Email Copy Method","Verzend RMS E-mail Kopie Methode"
"RMA Authorization","RMA Autorisatie"
"RMA Authorization Email Sender","Afzender RMA Autorisatie E-mail"
"RMA Authorization Email Template","RMA Autorisatie email template"
"RMA Authorization Email Template for Guest","RMA Autorisatie email template voor gast"
"Send RMA Authorization Email Copy To","Stuur Kopie RMA Autorisatie E-mail Naar"
"Send RMA Authorization Email Copy Method","Stuur RMA Autorisatie E-mail Kopie Methode"
"RMA Admin Comments","RMA Admin Opmerkingen"
"RMA Comment Email Sender","Afzender RMA Opmerking E-mail"
"RMA Comment Email Template","RMA Opmerkingen e-mailtemplate"
"RMA Comment Email Template for Guest","RMA commentaar email template voor gast"
"Send RMA Comment Email Copy To","Stuur RMA Opmerkingen E-mail Naar"
"RMA Customer Comments","RMA opmerkingen van klanten"
"RMA Comment Email Recipient","Geadresseerde RMA-Opmerking e-mail"
"Enabled for RMA","Ingeschakeld voor RMA"
"Page not found.","Pagina niet gevonden."
"Feed","Feed"
"Miscellaneous Feeds","Diverse Feeds"
"Get Feed","Feed opvragen"
"RSS Feeds Section","RSS Feeds Sectie"
"RSS Feeds","RSS feeds"
"Rss Config","RSS configuratie"
"Enable RSS","RSS inschakelen"
"RSS","RSS"
"Apply","Toepassen"
"Please choose a valid discount amount.","Kies een geldig kortingsbedrag."
"End Date must follow Start Date.","Einddatum moet later zijn dan begindatum."
"Please specify a website.","Geef een website op."
"Please specify Customer Groups.","Geef klantgroepen op."
"to","naar"
"by","door"
"Please choose an action to add.","Kies een actie om toe te voegen."
"Perform following actions","Voer de volgende acties uit"
"is","is"
"is not","is niet"
"equals or greater than","gelijk aan of groter dan"
"equals or less than","gelijk aan of minder dan"
"greater than","groter dan"
"less than","kleiner dan"
"contains","bevat"
"does not contain","bevat niet"
"is one of","behoort tot"
"is not one of","behoort niet tot"
"Please choose a condition to add.","Kies een voorwaarde om toe te voegen."
"Add","Toevoegen"
"Remove","Verwijder"
"ALL","ALLE"
"ANY","ÉÉN OF MEERDERE"
"TRUE","WAAR"
"FALSE","NIET WAAR"
"If %1 of these conditions are %2:","Als %1 van deze voorwaarden %2 zijn:"
"Conditions Combination","Voorwaardencombinatie"
"Attribute Set","Attributenset"
"Category","Categorie"
"Open Chooser","Kiezer openen"
"Unknown condition operator","Onbekende condition operator"
"There is no information about associated entity type ""%1"".","Er is geen informatie over de geassocieerde entiteit-typen ""%1""."
"This won't take long . . .","Dit duurt maar even . . ."
"Credit Memos","Creditfacturen"
"Orders","Bestellingen"
"Invoices","Facturen"
"We can't get the order instance right now.","Orderexemplaar kan niet worden verkregen."
"Create New Order","Nieuwe bestelling aanmaken"
"Save Order Address","Bestelling-adres opslaan"
"Billing","Facturatie"
"Edit Order %1 %2 Address","Wijzig bestelling %1 %2 adres"
"Order Address Information","Bestelling adres-informatie"
"Please correct the parent block for this block.","Corrigeer het bovenliggend blok van dit blok."
"Submit Comment","Opmerking opslaan"
"Submit Order","Bestelling inboeken"
"Are you sure you want to cancel this order?","Weet u zeker dat u deze bestelling wilt annuleren?"
"Cancel","Annuleer"
"Billing Address","Factuuradres"
"Payment Method","Betaalmethode"
"Order Comment","Notities bestelling"
"Coupons","Kortingsbonnen"
"Please select a customer","Selecteer een klant"
"Create New Customer","Nieuwe klant aanmaken"
"Account Information","Accountgegevens"
"From","Van"
"To","Aan"
"Message","Bericht"
"Edit Order #%1","Order #%1 bewerken"
"Create New Order for %1 in %2","Nieuwe bestelling aanmaken voor %1 in %2"
"Create New Order in %1","Nieuwe Bestelling aanmaken in %1"
"Create New Order for %1","Nieuwe bestelling aanmaken voor %1"
"Create New Order for New Customer","Nieuwe bestelling voor nieuwe klant aanmaken"
"Items Ordered","Bestelde artikelen"
"This product is disabled.","Dit product is uitgeschakeld."
"Buy %1 for price %2","Koop %1 voor prijs %2"
"Item ordered qty","Aantal bestelde artikelen"
"%1 with %2 discount each","%1 met %2 korting, elke"
"%1 for %2","%1 voor %2"
"* - Enter custom price including tax","* - Voer speciale prijs in inclusief Belasting"
"* - Enter custom price excluding tax","* - Voer speciale prijs in exclusief Belasting"
"Configure","Configureren"
"This product does not have any configurable options","Dit product heeft geen configureerbare opties"
"Newsletter Subscription","Nieuwsbriefabonnement"
"Please select products","Selecteer producten"
"Add Selected Product(s) to Order","Geselecteerd(e) product(en) aan bestelling toevoegen"
"ID","ID"
"Product","Product"
"SKU","Art.nr."
"Price","Prijs"
"Select","Selecteer"
"Quantity","Aantal"
"Shipping Address","Afleveradres"
"Shipping Method","Verzendmethode"
"Update Changes","Wijzigingen bijwerken"
"Are you sure you want to delete all items from shopping cart?","Weet u er zeker dat u alle producten wilt verwijderen uit de winkelwagen?"
"Clear Shopping Cart","Leeg winkelwagen"
"Products in Comparison List","Producten in vergelijk-lijst"
"Recently Compared Products","Recent vergeleken producten"
"Recently Viewed Products","Recent bekeken producten"
"Last Ordered Items","Laatst bestelde artikelen"
"Recently Viewed","Recent bekeken"
"Wish List","Verlanglijst"
"Please select a store","Selecteer een winkel"
"Order Totals","Bestelling-totalen"
"Shipping Incl. Tax (%1)","Afleverkosten incl. Belasting (%1)"
"Shipping Excl. Tax (%1)","Afleverkosten excl. Belasting (%1)"
"New Credit Memo for Invoice #%1","Nieuwe creditfactuur voor factuur #%1"
"New Credit Memo for Order #%1","Nieuwe creditfactuur voor order #%1"
"Refund Shipping (Incl. Tax)","Verzendkosten terugbetalen (Incl. Belasting)"
"Refund Shipping (Excl. Tax)","Verzendkosten terugbetalen (Excl. Belasting)"
"Refund Shipping","Afleverkosten terugbetalen"
"Update Qty's","Het aantal bijwerken"
"Refund","Terugbetaling"
"Refund Offline","Handmatig terugbetalen"
"Paid Amount","Betaald bedrag"
"Refund Amount","Bedrag terugbetaling"
"Shipping Amount","Afleverbedrag"
"Shipping Refund","Terugbetaling van verzending"
"Order Grand Total","Eindtotaal van bestelling"
"Adjustment Refund","Extra creditering (klant extra terug betalen)"
"Adjustment Fee","Crediteringskosten (klant minder terug betalen)"
"Send Email","Verstuur e-mail"
"Are you sure you want to send a credit memo email to customer?","Weet u zeker dat u een creditfactuur naar de klant wilt versturen?"
"Void","Nietig verklaard"
"Print","Print"
"The credit memo email was sent.","Creditfactuur e-mail werd verzonden."
"The credit memo email wasn't sent.","Credit memo e-mail werd niet verzonden."
"Credit Memo #%1 | %3 | %2 (%4)","Creditfactuur #%1 | %3 | %2 (%4)"
"Total Refund","Totaal terugbetalen"
"New Invoice and Shipment for Order #%1","Nieuwe factuur en verzending voor bestelling %1"
"New Invoice for Order #%1","Nieuwe factuur voor bestelling #%1"
"Submit Invoice and Shipment","Sla factuur en verzending op"
"Submit Invoice","Factuur inboeken"
"Are you sure you want to send an invoice email to customer?","Weet u zeker dat u een factuur e-mail naar de klant wilt versturen?"
"Credit Memo","Creditfactuur"
"Capture","Registreer betaling"
"The invoice email was sent.","Factuur e-mail werd verzonden."
"The invoice email wasn't sent.","E-mail met factuur is niet verzonden."
"Invoice #%1 | %2 | %4 (%3)","Factuur #%1 | %2 | %4 (%3)"
"Invalid parent block for this block","Ongeldig 'moederblok' voor dit 'blok'"
"Order Statuses","Orderstatussen"
"Create New Status","Nieuwe status aanmaken"
"Assign Status to State","Wijs status toe aan staat"
"Save Status Assignment","Status toewijzing opslaan"
"Assign Order Status to State","Wijs bestelling-status toe aan staat"
"Assignment Information","Toewijzing-informatie"
"Order Status","Bestelling Status"
"Order State","Bestelling-staat"
"Use Order Status As Default","Gebruik bestelling-status als standaard"
"Visible On Storefront","Zichtbaar in winkeletalage"
"Edit Order Status","Wijzig bestelling-status"
"Save Status","Status opslaan"
"New Order Status","Status nieuwe bestelling"
"Order Status Information","Bestelling-statusinformatie"
"Status Code","Statuscode"
"Status Label","Statuslabel"
"Store View Specific Labels","Winkelaanzicht Specifieke Labels"
"Total Paid","Totaal betaald"
"Total Refunded","Totaal terugbetaald"
"Total Due","Totaal te betalen"
"Edit","Bewerken"
"Are you sure you want to send an order email to customer?","Weet u zeker dat u een bestelbevestiging naar de klant wilt versturen?"
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?","Hiermee wordt een off-line terugbetaling aangemaakt. Als u een online terugbetaling wilt aanmaken, opent u een factuur en maak daarvoor een creditfactuur aan. Wilt u doorgaan?"
"Are you sure you want to void the payment?","Weet u zeker dat u de betaling nietig wilt verklaren?"
"Hold","Vasthouden"
"hold","vasthouden"
"Unhold","Vrijgeven"
"unhold","vrijgeven"
"Are you sure you want to accept this payment?","Weet u zeker dat u akkoord gaat met deze betaling?"
"Accept Payment","Accepteer betaling"
"Are you sure you want to deny this payment?","Weet u zeker dat u niet akkoord gaat met deze betaling?"
"Deny Payment","Betaling afwijzen"
"Get Payment Update","Update transactie"
